BookingID,BookingDate,CheckInDate,HotelName,Region,City,RoomType,CustomerType,BookingSource,MealPlan,Guests,NightsStayed,BookingLeadDays,RoomRate,DiscountPercent,ExtraServices,TotalBookingValue,PaymentMethod,BookingStatus,CustomerRating,Performance_Score
HB1289,14-05-2025,12-06-2025,Pearl Garden Hotel,EAST,Kolkata,Suite,Couple,Website,Full Board,1,2,29,10181,0,0,22962,Credit Card,Checked-in,4.2,0.611544
HB1290,23-11-2025,02-12-2025,Silver Oak Resort,NORTH,Jaipur,Standard,Solo,Booking Portal,Room Only,3,7,9,2287,10,1000,15408,UPI,Checked-in,3.9,0.496896
HB1291,27-06-2025,29-08-2025,Golden Sands Hotel,CENTRAL,Bhopal,Standard,Business,Website,Half Board,3,4,63,2827,5,1500,23043,UPI,Checked-out,3.7,0.572516
HB1292,25-07-2025,16-11-2025,Pearl Garden Hotel,WEST,Ahmedabad,Family,Business,Mobile App,Room Only,5,1,114,8489,0,0,8489,UPI,Cancelled,3.9,0.413868
HB1293,20-03-2025,06-07-2025,Silver Oak Resort,SOUTH,Kochi,Deluxe,Business,Website,Breakfast,2,3,108,3252,5,0,11968,Cash,Confirmed,3.6,0.431616
HB1294,22-01-2025,26-02-2025,Grand Horizon Hotel,SOUTH,Bengaluru,Deluxe,Couple,Travel Agent,Breakfast,4,5,35,4619,0,0,32095,Debit Card,Confirmed,3.9,0.69714
HB1295,03-11-2025,16-02-2026,Royal Orchid Suites,CENTRAL,Nagpur,Executive,Leisure,Booking Portal,Room Only,2,3,105,7017,0,1000,22051,Credit Card,Checked-out,4.7,0.640612
HB1296,05-05-2025,26-07-2025,Mountain View Resort,WEST,Ahmedabad,Suite,Family,Website,Half Board,4,1,82,10411,0,1500,15511,Debit Card,Cancelled,3.7,0.482132
HB1297,23-04-2025,02-08-2025,Urban Nest Hotel,NORTH,Jaipur,Executive,Leisure,Travel Agent,Room Only,4,4,101,7071,15,1000,25041,Debit Card,Confirmed,3.9,0.612492
HB1298,29-12-2025,27-01-2026,Green Valley Inn,WEST,Pune,Deluxe,Leisure,Booking Portal,Full Board,2,4,29,2819,5,0,21112,Debit Card,Checked-out,4,0.573344
HB1299,24-03-2025,18-06-2025,Golden Sands Hotel,SOUTH,Kochi,Standard,Leisure,Website,Room Only,2,3,86,2510,5,2500,9654,Credit Card,Cancelled,2.6,0.323848
HB1300,20-04-2025,15-06-2025,Mountain View Resort,NORTH,Chandigarh,Standard,Leisure,Mobile App,Breakfast,3,1,56,2011,0,2500,5861,Credit Card,Confirmed,4,0.390332
HB1301,02-03-2025,25-04-2025,Sunrise Palace,WEST,Mumbai,Standard,Solo,Website,Half Board,3,1,54,3844,20,1500,7275,Credit Card,Cancelled,3.4,0.3593
HB1302,05-05-2025,25-07-2025,Pearl Garden Hotel,SOUTH,Bengaluru,Deluxe,Leisure,Website,Breakfast,4,3,81,4797,10,0,18352,Credit Card,Checked-out,3.5,0.500224
HB1303,09-10-2025,14-01-2026,Sunrise Palace,NORTH,Jaipur,Deluxe,Business,Website,Full Board,2,1,97,3859,20,0,5687,Cash,Checked-out,4.7,0.444244
HB1304,01-02-2025,04-03-2025,The Palm Residency,SOUTH,Hyderabad,Standard,Business,Walk-in,Full Board,1,4,31,2369,0,1000,15676,Net Banking,Checked-in,3.7,0.484112
HB1305,19-06-2025,09-08-2025,Mountain View Resort,NORTH,Jaipur,Suite,Leisure,Website,Room Only,3,3,51,10328,5,1500,30935,Credit Card,Checked-in,5,0.77122
HB1306,22-07-2025,04-10-2025,Royal Orchid Suites,NORTH,Lucknow,Family,Leisure,Booking Portal,Room Only,2,4,74,5286,5,0,20087,UPI,Checked-out,3.9,0.553044
HB1307,02-11-2025,22-02-2026,Royal Orchid Suites,SOUTH,Chennai,Deluxe,Business,Booking Portal,Breakfast,3,3,112,3449,5,0,13880,Credit Card,Confirmed,4.2,0.50256
HB1308,16-02-2025,03-06-2025,Royal Orchid Suites,SOUTH,Chennai,Standard,Couple,Website,Room Only,2,1,107,2649,0,2500,5149,UPI,Confirmed,4.3,0.405788
HB1309,02-10-2025,19-10-2025,Green Valley Inn,EAST,Bhubaneswar,Standard,Family,Booking Portal,Room Only,2,2,17,2786,15,1500,6236,Net Banking,Cancelled,4,0.394832
HB1310,19-07-2025,17-08-2025,Silver Oak Resort,SOUTH,Kochi,Suite,Leisure,Website,Breakfast,3,3,29,9142,10,0,28733,UPI,Confirmed,5,0.744796
HB1311,02-01-2025,16-01-2025,Green Valley Inn,EAST,Kolkata,Standard,Leisure,Website,Breakfast,2,4,14,3436,5,1000,17657,Debit Card,Checked-out,4.1,0.539884
HB1312,10-05-2025,02-08-2025,Royal Orchid Suites,SOUTH,Kochi,Standard,Leisure,Mobile App,Breakfast,5,5,84,2637,10,2500,25616,Credit Card,Checked-out,5,0.707392
HB1313,03-09-2025,06-12-2025,Pearl Garden Hotel,SOUTH,Kochi,Deluxe,Leisure,Website,Room Only,2,2,94,5017,0,2500,12534,Net Banking,Confirmed,4.8,0.534408
HB1314,03-06-2025,24-06-2025,Green Valley Inn,SOUTH,Hyderabad,Executive,Couple,Website,Room Only,4,4,21,6465,20,1500,22188,Debit Card,Checked-in,3.6,0.554256
HB1315,11-08-2025,04-12-2025,Metro Heights,SOUTH,Bengaluru,Standard,Business,Travel Agent,Half Board,1,3,115,2499,10,2500,11947,Credit Card,Checked-out,3.5,0.423364
HB1316,16-08-2025,26-08-2025,City Central Hotel,SOUTH,Hyderabad,Standard,Business,Mobile App,Room Only,2,5,10,3117,5,500,15306,Credit Card,Cancelled,4.1,0.511672
HB1317,21-10-2025,16-02-2026,Lakeview Grand,WEST,Pune,Standard,Business,Booking Portal,Breakfast,2,5,118,3249,0,0,20745,Debit Card,Checked-out,3.9,0.56094
HB1318,08-08-2025,04-10-2025,Silver Oak Resort,WEST,Mumbai,Standard,Leisure,Mobile App,Breakfast,4,3,57,2196,15,500,11500,UPI,Cancelled,3.5,0.418
HB1319,16-10-2025,09-01-2026,Royal Orchid Suites,EAST,Guwahati,Deluxe,Leisure,Mobile App,Half Board,2,2,85,3862,10,2500,13052,UPI,Checked-in,3.3,0.420624
HB1320,10-06-2025,27-07-2025,Metro Heights,WEST,Pune,Standard,Leisure,Walk-in,Half Board,3,2,47,3242,10,0,11236,UPI,Checked-in,4.7,0.510832
HB1321,01-07-2025,14-07-2025,Grand Horizon Hotel,SOUTH,Kochi,Standard,Leisure,Website,Room Only,2,2,13,2676,0,1500,6852,UPI,Cancelled,3.9,0.394224
HB1322,11-09-2025,10-11-2025,Royal Orchid Suites,CENTRAL,Raipur,Standard,Leisure,Booking Portal,Breakfast,2,4,60,2953,10,0,14231,Credit Card,Checked-in,4.9,0.562772
HB1323,17-07-2025,20-09-2025,City Central Hotel,WEST,Goa,Executive,Leisure,Mobile App,Breakfast,3,2,65,7305,25,500,14158,Credit Card,Checked-in,4.9,0.561896
HB1324,31-03-2025,10-07-2025,Mountain View Resort,SOUTH,Hyderabad,Suite,Leisure,Travel Agent,Room Only,1,2,101,9280,5,1000,18632,Credit Card,Checked-out,4.1,0.551584
HB1325,20-11-2025,12-01-2026,Mountain View Resort,NORTH,Jaipur,Standard,Leisure,Travel Agent,Half Board,3,2,53,3101,20,0,10362,Credit Card,Checked-out,3.9,0.436344
HB1326,08-04-2025,14-05-2025,Green Valley Inn,SOUTH,Hyderabad,Deluxe,Solo,Booking Portal,Half Board,3,3,36,6106,5,1000,26502,Cash,Checked-in,4,0.638024
HB1327,20-12-2025,05-04-2026,Crown Plaza Residency,EAST,Kolkata,Standard,Business,Mobile App,Full Board,3,2,106,2483,15,1000,13021,Credit Card,Checked-out,4.3,0.500252
HB1328,26-10-2025,01-02-2026,Silver Oak Resort,SOUTH,Chennai,Standard,Couple,Travel Agent,Half Board,2,5,98,2412,5,1000,21457,Debit Card,Checked-out,3.1,0.505484
HB1329,04-05-2025,22-06-2025,Metro Heights,CENTRAL,Indore,Deluxe,Couple,Booking Portal,Half Board,1,1,49,4763,20,0,4710,Cash,Confirmed,3.5,0.33652
HB1330,19-01-2025,08-05-2025,Pearl Garden Hotel,EAST,Kolkata,Executive,Family,Website,Breakfast,1,2,109,4798,15,0,9057,UPI,Checked-out,3.3,0.372684
HB1331,12-07-2025,12-10-2025,Lakeview Grand,SOUTH,Hyderabad,Deluxe,Leisure,Mobile App,Half Board,3,7,92,5189,0,0,55223,UPI,Confirmed,4.4,1.014676
HB1332,19-10-2025,04-02-2026,Blue Bay Resort,EAST,Guwahati,Deluxe,Business,Travel Agent,Breakfast,4,2,108,5214,0,1000,15028,UPI,Cancelled,3.7,0.476336
HB1333,17-07-2025,12-09-2025,Blue Bay Resort,CENTRAL,Nagpur,Deluxe,Leisure,Walk-in,Room Only,2,2,57,5497,0,1000,11994,UPI,Confirmed,3.9,0.455928
HB1334,28-03-2025,09-06-2025,Blue Bay Resort,EAST,Guwahati,Deluxe,Business,Mobile App,Full Board,4,1,73,5361,0,0,10561,Cash,Cancelled,3.1,0.374732
HB1335,03-09-2025,13-11-2025,Golden Sands Hotel,EAST,Kolkata,Standard,Leisure,Booking Portal,Half Board,2,3,71,2601,15,500,12533,Cash,Checked-out,4.1,0.478396
HB1336,28-07-2025,29-07-2025,Green Valley Inn,WEST,Pune,Family,Family,Mobile App,Half Board,2,2,1,7627,5,1500,19591,Credit Card,Checked-out,3.2,0.491092
HB1337,13-04-2025,08-07-2025,Blue Bay Resort,SOUTH,Kochi,Standard,Business,Travel Agent,Room Only,5,3,86,2771,15,0,7066,Credit Card,Checked-out,4.1,0.412792
HB1338,12-09-2025,02-11-2025,Blue Bay Resort,WEST,Ahmedabad,Standard,Leisure,Mobile App,Half Board,2,6,51,2940,25,500,24530,Credit Card,Checked-in,4.6,0.66236
HB1339,01-01-2025,08-01-2025,City Central Hotel,EAST,Bhubaneswar,Standard,Couple,Website,Room Only,3,2,7,2345,0,0,4690,Debit Card,Cancelled,3,0.29628
HB1340,29-04-2025,02-06-2025,Grand Horizon Hotel,EAST,Bhubaneswar,Standard,Family,Booking Portal,Breakfast,3,1,34,3057,0,1500,5907,Credit Card,Confirmed,2.8,0.294884
HB1341,25-05-2025,01-06-2025,The Palm Residency,WEST,Pune,Family,Family,Website,Room Only,4,2,7,4858,10,0,8744,Debit Card,Checked-out,3.4,0.376928
HB1342,25-02-2025,13-06-2025,Golden Sands Hotel,CENTRAL,Raipur,Deluxe,Leisure,Mobile App,Half Board,1,3,108,4816,0,1000,18148,Debit Card,Confirmed,4,0.537776
HB1343,22-01-2025,13-05-2025,Crown Plaza Residency,SOUTH,Chennai,Family,Couple,Website,Room Only,4,1,111,9680,20,2500,10244,Net Banking,Confirmed,4.1,0.450928
HB1344,06-08-2025,17-08-2025,Grand Horizon Hotel,EAST,Bhubaneswar,Deluxe,Leisure,Travel Agent,Room Only,2,4,11,4277,10,500,15897,Credit Card,Confirmed,3.5,0.470764
HB1345,18-07-2025,26-08-2025,Royal Orchid Suites,SOUTH,Chennai,Family,Business,Booking Portal,Room Only,4,6,39,7330,0,1500,45480,Debit Card,Checked-out,3.8,0.84976
HB1346,15-06-2025,11-10-2025,Silver Oak Resort,WEST,Mumbai,Deluxe,Family,Mobile App,Breakfast,2,1,118,4161,0,1000,6061,Credit Card,Checked-out,4.2,0.408732
HB1347,02-04-2025,25-05-2025,Sunrise Palace,NORTH,Jaipur,Standard,Couple,Travel Agent,Breakfast,4,1,53,3220,10,0,4698,Credit Card,Checked-out,4.6,0.424376
HB1348,08-02-2025,12-02-2025,Green Valley Inn,CENTRAL,Raipur,Deluxe,Family,Walk-in,Half Board,4,3,4,4428,10,4000,26756,Credit Card,Confirmed,3.8,0.625072
HB1349,09-04-2025,14-05-2025,City Central Hotel,SOUTH,Hyderabad,Deluxe,Business,Website,Breakfast,5,3,35,5987,0,500,25211,Net Banking,Checked-out,3.8,0.606532
HB1350,18-02-2025,09-06-2025,Royal Orchid Suites,NORTH,Jaipur,Deluxe,Solo,Booking Portal,Breakfast,2,7,111,4090,5,1000,34498,UPI,Checked-out,5,0.813976
HB1351,16-02-2025,22-05-2025,Green Valley Inn,WEST,Goa,Deluxe,Business,Booking Portal,Room Only,5,7,95,5059,10,500,32372,UPI,Checked-out,3.6,0.676464
HB1352,29-10-2025,29-11-2025,Lakeview Grand,WEST,Pune,Standard,Family,Website,Half Board,3,3,31,3311,15,1000,17543,UPI,Cancelled,2.6,0.418516
HB1353,08-06-2025,22-06-2025,Sunrise Palace,NORTH,Delhi,Family,Leisure,Website,Breakfast,3,7,14,5636,25,4000,43039,Credit Card,Checked-out,4.4,0.868468
HB1354,14-03-2025,09-07-2025,Lakeview Grand,WEST,Mumbai,Family,Family,Mobile App,Breakfast,1,3,117,6551,0,0,21003,Debit Card,Checked-out,3.7,0.548036
HB1355,24-01-2025,16-05-2025,Royal Orchid Suites,SOUTH,Chennai,Standard,Family,Booking Portal,Breakfast,1,2,112,2677,25,0,4916,Debit Card,Checked-out,3.6,0.346992
HB1356,16-01-2025,16-03-2025,Green Valley Inn,WEST,Mumbai,Deluxe,Business,Walk-in,Full Board,2,3,59,3223,10,1000,17502,Credit Card,Checked-out,4.4,0.562024
HB1357,03-08-2025,13-10-2025,Lakeview Grand,SOUTH,Hyderabad,Deluxe,Solo,Mobile App,Room Only,4,2,71,4323,0,1000,9646,Debit Card,Cancelled,4.1,0.443752
HB1358,10-11-2025,01-02-2026,Metro Heights,WEST,Mumbai,Standard,Leisure,Website,Room Only,2,4,83,2022,10,0,7279,Credit Card,Confirmed,4,0.407348
HB1359,27-10-2025,07-02-2026,Blue Bay Resort,NORTH,Lucknow,Suite,Leisure,Booking Portal,Breakfast,2,1,103,7447,5,500,8475,UPI,Confirmed,3.2,0.3577
HB1360,02-01-2025,27-04-2025,Mountain View Resort,NORTH,Lucknow,Deluxe,Family,Website,Room Only,4,2,115,5705,5,0,10840,Net Banking,Confirmed,3.5,0.41008
HB1361,10-04-2025,28-04-2025,Green Valley Inn,EAST,Bhubaneswar,Deluxe,Solo,Walk-in,Room Only,4,2,18,5386,0,1000,11772,UPI,Confirmed,4.8,0.525264
HB1362,28-12-2025,20-03-2026,Urban Nest Hotel,NORTH,Lucknow,Standard,Family,Mobile App,Breakfast,2,6,82,1812,15,0,14641,Credit Card,Checked-out,3.2,0.431692
HB1363,22-08-2025,23-09-2025,Lakeview Grand,WEST,Goa,Standard,Couple,Booking Portal,Full Board,3,4,32,2162,15,0,22951,Debit Card,Checked-in,3.9,0.587412
HB1364,03-09-2025,14-10-2025,Crown Plaza Residency,SOUTH,Kochi,Executive,Solo,Website,Room Only,3,3,41,7420,0,500,22760,Credit Card,Confirmed,3.8,0.57712
HB1365,19-11-2025,02-12-2025,Golden Sands Hotel,WEST,Goa,Deluxe,Couple,Travel Agent,Room Only,3,1,13,5728,5,2500,7942,UPI,Checked-out,3.5,0.375304
HB1366,12-09-2025,12-10-2025,Lakeview Grand,CENTRAL,Indore,Executive,Business,Booking Portal,Room Only,2,3,30,8980,15,500,23399,Debit Card,Checked-out,4.7,0.656788
HB1367,16-06-2025,15-08-2025,Golden Sands Hotel,NORTH,Chandigarh,Standard,Family,Mobile App,Breakfast,2,4,60,3045,0,1500,17280,Credit Card,Checked-out,3.6,0.49536
HB1368,23-08-2025,10-09-2025,Grand Horizon Hotel,WEST,Mumbai,Deluxe,Leisure,Booking Portal,Breakfast,3,2,18,3769,25,500,8854,Debit Card,Checked-out,3.6,0.394248
HB1369,26-11-2025,13-12-2025,Sunrise Palace,EAST,Kolkata,Suite,Leisure,Booking Portal,Breakfast,2,3,17,12882,25,500,32184,Debit Card,Checked-out,3.7,0.682208
HB1370,26-09-2025,02-01-2026,Crown Plaza Residency,SOUTH,Bengaluru,Executive,Leisure,Booking Portal,Room Only,2,4,98,5810,0,4000,27240,Credit Card,Checked-out,4.3,0.67088
HB1371,04-04-2025,11-06-2025,The Palm Residency,SOUTH,Chennai,Standard,Solo,Website,Breakfast,3,4,68,2845,20,0,14504,Credit Card,Checked-in,4.8,0.558048
HB1372,26-11-2025,14-01-2026,Pearl Garden Hotel,WEST,Pune,Standard,Leisure,Mobile App,Room Only,2,7,49,2375,0,1000,17625,Credit Card,Checked-out,3.6,0.4995
HB1373,21-10-2025,16-01-2026,Green Valley Inn,NORTH,Chandigarh,Suite,Family,Website,Breakfast,2,1,87,11143,0,500,12543,Debit Card,Confirmed,4.4,0.502516
HB1374,10-03-2025,19-03-2025,Blue Bay Resort,WEST,Pune,Standard,Couple,Website,Breakfast,2,6,9,2765,5,4000,25160,Cash,Checked-in,3.7,0.59792
HB1375,02-01-2025,15-04-2025,Metro Heights,SOUTH,Hyderabad,Deluxe,Leisure,Website,Half Board,2,3,103,6613,10,1500,24755,Credit Card,Checked-out,4.2,0.63306
HB1376,09-11-2025,04-03-2026,Crown Plaza Residency,SOUTH,Chennai,Suite,Leisure,Booking Portal,Room Only,4,3,115,9717,0,0,29151,UPI,Confirmed,4,0.669812
HB1377,16-01-2025,10-05-2025,City Central Hotel,WEST,Goa,Standard,Couple,Booking Portal,Breakfast,2,2,114,2238,20,1500,6881,UPI,Confirmed,3.5,0.362572
HB1378,27-07-2025,06-09-2025,Pearl Garden Hotel,NORTH,Jaipur,Family,Solo,Booking Portal,Room Only,4,4,41,6040,5,0,22952,Credit Card,Checked-in,3.9,0.587424
HB1379,06-10-2025,02-12-2025,Royal Orchid Suites,EAST,Bhubaneswar,Deluxe,Couple,Travel Agent,Room Only,2,2,57,4935,15,0,8390,Credit Card,Checked-out,3.8,0.40468
HB1380,03-02-2025,28-04-2025,Grand Horizon Hotel,EAST,Kolkata,Family,Family,Walk-in,Full Board,5,3,84,8134,15,0,40242,UPI,Checked-out,3.9,0.794904
HB1381,16-08-2025,06-12-2025,The Palm Residency,SOUTH,Hyderabad,Deluxe,Family,Mobile App,Breakfast,2,2,112,4851,0,1000,12502,Cash,Confirmed,4.8,0.534024
HB1382,01-07-2025,10-09-2025,Lakeview Grand,SOUTH,Chennai,Standard,Couple,Website,Half Board,3,2,71,2343,20,0,9149,Credit Card,Confirmed,3.8,0.413788
HB1383,04-12-2025,24-03-2026,Green Valley Inn,EAST,Patna,Standard,Solo,Walk-in,Breakfast,3,2,110,2920,25,0,7080,Cash,Checked-out,4.3,0.42896
HB1384,30-12-2025,01-01-2026,The Palm Residency,EAST,Guwahati,Standard,Leisure,Mobile App,Half Board,3,3,2,2989,0,1500,18567,UPI,Checked-out,4.3,0.566804
HB1385,21-07-2025,28-10-2025,Golden Sands Hotel,EAST,Bhubaneswar,Executive,Business,Booking Portal,Room Only,2,7,99,6892,10,500,43920,Credit Card,Checked-out,4.6,0.89504
HB1386,30-11-2025,10-02-2026,Sunrise Palace,CENTRAL,Raipur,Deluxe,Solo,Website,Half Board,5,2,72,2951,0,0,14902,Net Banking,Checked-out,3.6,0.466824
HB1387,15-09-2025,30-09-2025,City Central Hotel,NORTH,Chandigarh,Deluxe,Leisure,Travel Agent,Room Only,2,3,15,3114,25,0,7006,Credit Card,Checked-out,3.6,0.372072
HB1388,03-09-2025,27-09-2025,Silver Oak Resort,NORTH,Jaipur,Executive,Family,Booking Portal,Full Board,4,2,24,4733,0,1000,20866,UPI,Checked-out,4.8,0.634392
HB1389,07-10-2025,15-10-2025,Green Valley Inn,CENTRAL,Indore,Standard,Solo,Website,Breakfast,2,3,8,2780,15,1500,11289,Debit Card,Confirmed,3.2,0.391468
HB1390,30-08-2025,10-12-2025,Urban Nest Hotel,NORTH,Jaipur,Executive,Business,Mobile App,Room Only,4,7,102,6255,20,1000,36028,UPI,Confirmed,3.5,0.712336
HB1391,17-10-2025,31-01-2026,The Palm Residency,SOUTH,Kochi,Executive,Family,Booking Portal,Full Board,3,4,106,5453,0,0,37412,Net Banking,Confirmed,4.3,0.792944
HB1392,25-07-2025,27-08-2025,Golden Sands Hotel,CENTRAL,Nagpur,Standard,Leisure,Travel Agent,Breakfast,2,5,33,2683,0,500,18415,UPI,Cancelled,3.3,0.48498
HB1393,15-12-2025,22-03-2026,Golden Sands Hotel,NORTH,Jaipur,Deluxe,Couple,Walk-in,Breakfast,5,5,97,4893,10,1000,34268,UPI,Checked-out,4.8,0.795216
HB1394,25-10-2025,31-01-2026,Golden Sands Hotel,EAST,Kolkata,Deluxe,Leisure,Website,Room Only,4,2,98,5404,10,4000,13727,UPI,Checked-out,4.1,0.492724
HB1395,12-06-2025,31-07-2025,Urban Nest Hotel,SOUTH,Bengaluru,Executive,Leisure,Website,Half Board,3,1,49,5764,0,500,8964,Credit Card,Checked-out,5,0.507568
HB1396,25-04-2025,08-05-2025,Metro Heights,SOUTH,Chennai,Standard,Family,Mobile App,Room Only,2,3,13,2111,25,500,5250,UPI,Checked-out,3.9,0.375
HB1397,26-12-2025,27-12-2025,Crown Plaza Residency,NORTH,Delhi,Executive,Leisure,Travel Agent,Room Only,2,2,1,5500,10,1000,10900,UPI,Checked-out,3.8,0.4348
HB1398,24-02-2025,07-06-2025,Silver Oak Resort,SOUTH,Hyderabad,Executive,Family,Website,Breakfast,5,6,103,5892,5,2500,49584,Credit Card,Checked-out,4.2,0.931008
HB1399,11-08-2025,23-11-2025,Metro Heights,NORTH,Lucknow,Standard,Leisure,Mobile App,Breakfast,4,3,104,3274,20,2500,15758,Debit Card,Checked-in,4.1,0.517096
HB1400,06-02-2025,05-06-2025,The Palm Residency,EAST,Kolkata,Standard,Leisure,Travel Agent,Breakfast,1,3,119,2503,15,1000,8733,UPI,Cancelled,4.2,0.440796
HB1401,24-04-2025,14-05-2025,Golden Sands Hotel,SOUTH,Bengaluru,Deluxe,Leisure,Booking Portal,Breakfast,3,7,20,4441,5,0,38983,Net Banking,Checked-out,3.7,0.763796
HB1402,06-01-2025,24-04-2025,Crown Plaza Residency,NORTH,Chandigarh,Deluxe,Couple,Booking Portal,Half Board,1,3,108,3989,0,2500,17167,UPI,Checked-out,3.7,0.502004
HB1403,13-05-2025,05-06-2025,Blue Bay Resort,SOUTH,Bengaluru,Executive,Solo,Booking Portal,Breakfast,2,1,23,5853,0,0,6753,UPI,Checked-out,4.3,0.425036
HB1404,23-04-2025,19-08-2025,Sunrise Palace,EAST,Guwahati,Deluxe,Business,Travel Agent,Half Board,4,2,118,3316,10,500,13669,Cash,Confirmed,3.8,0.468028
HB1405,07-08-2025,05-10-2025,Metro Heights,SOUTH,Kochi,Family,Solo,Travel Agent,Half Board,5,2,59,8101,5,1500,25892,Net Banking,Checked-out,4.7,0.686704
HB1406,30-10-2025,05-11-2025,Sunrise Palace,WEST,Goa,Executive,Family,Travel Agent,Breakfast,2,1,6,6967,0,0,7867,Debit Card,Confirmed,4.7,0.470404
HB1407,22-08-2025,11-11-2025,Grand Horizon Hotel,WEST,Ahmedabad,Deluxe,Leisure,Booking Portal,Breakfast,3,7,81,6645,0,1000,56965,Credit Card,Checked-in,3.1,0.93158
HB1408,09-07-2025,22-07-2025,Urban Nest Hotel,SOUTH,Chennai,Standard,Couple,Website,Room Only,2,4,13,2713,10,1000,10767,Net Banking,Checked-out,4.3,0.473204
HB1409,17-08-2025,22-10-2025,Pearl Garden Hotel,CENTRAL,Nagpur,Family,Family,Booking Portal,Room Only,2,2,66,6350,20,2500,12660,Debit Card,Checked-out,4.1,0.47992
HB1410,12-07-2025,04-11-2025,Grand Horizon Hotel,WEST,Pune,Deluxe,Leisure,Travel Agent,Full Board,4,2,115,5374,5,0,20611,UPI,Checked-in,3.8,0.551332
HB1411,02-06-2025,04-06-2025,Golden Sands Hotel,NORTH,Chandigarh,Deluxe,Business,Mobile App,Full Board,2,3,2,3762,10,1000,18957,UPI,Checked-in,4.9,0.619484
HB1412,08-08-2025,16-08-2025,Silver Oak Resort,NORTH,Jaipur,Family,Business,Booking Portal,Full Board,4,3,8,8268,10,0,37924,Credit Card,Checked-out,2.9,0.687088
HB1413,27-08-2025,20-12-2025,Pearl Garden Hotel,SOUTH,Hyderabad,Standard,Business,Booking Portal,Breakfast,4,5,115,2429,0,2500,23645,Debit Card,Checked-out,5,0.68374
HB1414,12-02-2025,11-06-2025,Crown Plaza Residency,SOUTH,Hyderabad,Deluxe,Business,Website,Breakfast,4,5,119,3469,0,0,26345,Cash,Checked-out,4.5,0.67614
HB1415,16-04-2025,20-06-2025,City Central Hotel,NORTH,Delhi,Deluxe,Family,Website,Breakfast,2,5,65,4981,10,1000,27914,Debit Card,Checked-out,3.4,0.606968
HB1416,07-07-2025,09-07-2025,Crown Plaza Residency,WEST,Pune,Executive,Leisure,Walk-in,Breakfast,4,4,2,5731,20,0,25539,Credit Card,Checked-out,4.1,0.634468
HB1417,29-03-2025,31-03-2025,Sunrise Palace,CENTRAL,Indore,Executive,Couple,Website,Half Board,2,2,2,4879,0,0,13358,Debit Card,Checked-in,3.4,0.432296
HB1418,13-10-2025,18-01-2026,Pearl Garden Hotel,SOUTH,Kochi,Family,Couple,Mobile App,Half Board,4,3,97,4667,15,1000,23701,Credit Card,Checked-out,5,0.684412
HB1419,29-01-2025,07-03-2025,Green Valley Inn,EAST,Bhubaneswar,Standard,Leisure,Booking Portal,Half Board,2,3,37,2306,10,0,11626,Credit Card,Checked-out,3.8,0.443512
HB1420,07-06-2025,05-10-2025,Green Valley Inn,SOUTH,Kochi,Executive,Family,Mobile App,Half Board,2,4,120,5778,15,2500,29345,Debit Card,Checked-out,5,0.75214
HB1421,20-07-2025,26-07-2025,Pearl Garden Hotel,WEST,Goa,Standard,Business,Booking Portal,Half Board,2,1,6,2192,0,1500,5492,Net Banking,Confirmed,3.9,0.377904
HB1422,23-03-2025,08-07-2025,Sunrise Palace,EAST,Bhubaneswar,Deluxe,Business,Walk-in,Half Board,2,6,107,3235,10,2500,30769,Debit Card,Confirmed,4.7,0.745228
HB1423,11-02-2025,07-05-2025,Grand Horizon Hotel,SOUTH,Bengaluru,Suite,Couple,Booking Portal,Half Board,4,3,85,14339,0,500,54317,UPI,Checked-out,4,0.971804
HB1424,03-03-2025,04-06-2025,Metro Heights,CENTRAL,Bhopal,Standard,Family,Travel Agent,Room Only,3,3,93,2838,0,0,8514,Cash,Checked-out,3.8,0.406168
HB1425,10-01-2025,26-04-2025,Sunrise Palace,WEST,Goa,Executive,Couple,Website,Room Only,2,1,106,6940,0,500,7440,Debit Card,Checked-out,3.2,0.34528
HB1426,19-04-2025,04-08-2025,Grand Horizon Hotel,SOUTH,Kochi,Standard,Family,Website,Room Only,1,1,107,2786,10,500,3007,Cash,Checked-out,4.8,0.420084
HB1427,20-01-2025,09-03-2025,City Central Hotel,WEST,Mumbai,Family,Couple,Travel Agent,Room Only,2,3,48,5442,20,2500,15561,Credit Card,Checked-out,5,0.586732
HB1428,02-09-2025,13-11-2025,Sunrise Palace,CENTRAL,Indore,Standard,Couple,Website,Room Only,1,6,72,3294,20,0,15811,UPI,Checked-in,2.8,0.413732
HB1429,20-07-2025,07-11-2025,Golden Sands Hotel,WEST,Mumbai,Family,Solo,Website,Room Only,2,2,110,7364,0,0,14728,Credit Card,Cancelled,3.8,0.480736
HB1430,05-10-2025,02-01-2026,Pearl Garden Hotel,NORTH,Chandigarh,Executive,Leisure,Walk-in,Breakfast,1,6,89,5863,0,500,38378,Credit Card,Confirmed,4.3,0.804536
HB1431,24-10-2025,13-02-2026,Pearl Garden Hotel,EAST,Patna,Deluxe,Business,Travel Agent,Breakfast,2,2,112,4876,0,1500,13052,Net Banking,Checked-in,3.8,0.460624
HB1432,12-10-2025,30-10-2025,Mountain View Resort,CENTRAL,Nagpur,Standard,Leisure,Website,Breakfast,4,5,18,2812,0,1500,24560,Debit Card,Checked-out,2.9,0.52672
